"","Animal","Estimator","Area","Period.1","Period.2","Period.3","Period.4","Period.5","Period.6","Period.7","Period.8","Period.9","Period.10","Period.11","Period.12","Period.13","Period.14","Period.15","Period.16","Period.17","Period.18","Period.19","Period.20","Period.21","Period.22","Period.23","Period.24","Period.25","Period.26","Year"
"11",37705,"BBMM","plan",4.23809225193673,2.41951042144158,2.93650448991328,3.4417122501448,3.61659546296851,5.33630360988785,8.77919433167672,2.11849450550709,2.64736020047147,0.80887763423372,2.64255162959784,2.19063855386854,2.23062392180341,8.31614425704976,3.20645229903233,3.60150404547119,1.72252604529446,1.91468171389994,4.91349493100665,6.45571280796999,2.62253198667172,5.06789643996777,6.31357566642047,4.60973537994074,3.05848950480064,3.08386643685846,2020
"12",37705,"BBMM","surf",4.67765785322924,2.6267343883544,3.21456652085059,3.70748577567178,3.82602848646905,5.71426997993165,9.49413374026355,2.32355783576948,2.90379724850556,0.907858489509807,2.8837032180628,2.39811156253742,2.47254812197112,9.06479897049929,3.50303601053679,3.99063618173738,1.8566939789029,2.09454165284291,5.28276607622505,7.04120932882146,2.80828928917802,5.50397815090435,6.91047224459601,4.95016480067379,3.25571441391903,3.33145011636703,2020
"13",37706,"AKDE","plan",8.27210363985926,8.86969815214414,32.3831571723933,12.7484536327714,17.4901718638388,17.6806883486336,23.7419223609347,14.6520363654228,15.0588803043164,2.24405092547015,2.80648798903111,4.90768744019037,2.58239446451573,3.99428351492175,3.85307426139433,10.0313439231639,8.08699728382079,3.65147663384758,3.56524837081283,23.6519314816699,9.25368275814866,20.1225207844868,22.6081622832941,37.6550828368627,22.2954046687678,21.3742063549789,2020
"14",37706,"AKDE","surf",9.63145403113624,10.1541871656726,37.4883881892187,14.6715679735582,20.1049204320383,20.3648786914919,27.4348622785202,16.8524087014309,17.2933445975393,2.5583414127699,3.21128744075436,5.60421716104783,2.95645185417852,4.56260543989285,4.42001248625491,11.5219226513442,9.29585426452599,4.19817222382738,4.08084841371141,27.2739174987399,10.6306041828674,23.1575468349756,26.0414543296539,43.5087653022997,25.741183146755,24.6307338126037,2020
"15",37706,"BBMM","plan",3.59151613880156,4.41038596334283,10.6930506152012,2.81218362225957,8.03487493948046,9.69633515596239,15.4000907233531,7.08415534055866,6.90956225079652,1.87350511313043,2.84120776383157,4.63818998188888,2.91400465622135,3.24560987552416,3.25454745307685,3.7359186370022,4.14919778066975,2.19567530432095,3.2039560352795,5.7342287157758,7.07415157763142,9.69678665234914,13.6018323149051,25.7947339250067,8.85945078044301,10.556095937123,2020
"16",37706,"BBMM","surf",4.21707762984988,5.04514453346941,12.3250779341791,3.21641609372552,9.23203827065027,11.1550337313319,17.7701269393621,8.14220186043362,7.90647208967616,2.13513646712196,3.2554922902876,5.2974445174714,3.33855247373288,3.7096710151051,3.74938802013827,4.27273438124629,4.763470181716,2.52249822854145,3.66560240815423,6.58779959773033,8.13034690427071,11.1389700231049,15.6547830642234,29.9139410960362,10.1969553556803,12.160933437943,2020
"17",37707,"AKDE","plan",6.41970855843921,7.51163854263343,5.73563456093135,4.19110846093312,17.2386450683507,9.51442657171555,26.0512618018631,6.86609372401082,34.9779306274239,21.4140657874004,7.94591378585633,8.4995400426901,6.78825655175274,10.2327302211524,7.29841892683577,14.3828216824384,11.8970146341723,2.7246211784182,7.2218733161682,9.62388889645906,7.47129914053344,16.2868593977194,30.9922108802635,6.12294194873598,10.8683637119723,18.8239350532087,2020
"18",37707,"AKDE","surf",7.34302782834969,8.5644638138425,6.57262168093253,4.75797608141865,19.7183108232841,10.8924301518235,29.7185454424518,7.84663850267638,39.8609357979254,24.4945798185377,9.08977851741244,9.72989257452652,7.75777396569412,11.7268475729164,8.34785229745558,16.4095762215169,13.6099954230034,3.11082470037675,8.26336116198296,10.9902221622472,8.56247396866981,18.5687601106422,35.2384346870339,6.97497063367057,12.4236474842079,21.4613784833992,2020
"19",37707,"BBMM","plan",3.29705362682368,4.99711469966914,4.24785331896531,1.83513695432945,4.90267447319825,7.26882063720364,8.33572904518293,4.07589457499152,12.8440749510706,8.89041179628794,2.97033895709585,2.70716046323115,4.37485544766432,3.99509461178912,2.11937220340928,2.61304009876411,6.25122227611504,3.31232046393801,4.01975218128618,6.9759450450804,4.87303760040064,6.55846537282827,12.2335980484231,5.84031525742912,10.5969356771686,13.8024080108217,2020
"20",37707,"BBMM","surf",3.78830398789034,5.70943420413416,4.88243606182682,2.10687793090003,5.62187705722256,8.33495796092581,9.61639745194178,4.67716310484396,14.7502414948663,10.2539825338553,3.43352594054716,3.13541058646204,5.0300599153656,4.6070179247968,2.43686306172863,3.0305961101419,7.19284500303473,3.80896729207615,4.63536124268376,7.99618761195861,5.60473043555842,7.52663206117076,13.972160363197,6.67304091596938,12.1549038946391,15.801511700752,2020
"21",37708,"AKDE","plan",1.73923342850397,2.27823717813007,16.5345336296145,25.0545784605326,16.5730846082534,2.98474411052981,11.3011150367392,3.88248429309754,6.58950840140482,4.98322856481172,15.9747100971368,30.2216382449399,22.2397887919342,5.91554634044843,10.6050270905566,10.172200490593,8.98302704528355,4.46261882966043,10.9269034635683,12.3418829299036,11.1283323330842,10.9571969642467,3.64159766218394,14.4222543742832,10.1269018856666,25.5820111972931,2020
"22",37708,"AKDE","surf",1.94676120399755,2.53206724523967,18.3801604472082,27.8314631655242,18.3439806056474,3.37884993635609,12.5243631358129,4.31386340333022,7.27930055842192,5.59197596921678,17.7205540854941,33.5763851396742,24.7734003385577,6.67779788616355,11.7942122517526,11.4529334307779,10.0879624939393,4.98192512120704,12.1696114999671,13.6083757277256,12.3738669874492,12.2208982963613,3.99069150570953,16.0353888698587,11.374150171266,28.4481944590289,2020
